T,B6,B8,B9,B7
5.491667,0.969585,0.980615,1.009827,0.993394
5.501667,0.968351,0.979915,1.009213,0.992685
5.511667,0.967178,0.979166,1.008594,0.991946
5.521667,0.966072,0.97837,1.007972,0.991181
5.531667,0.965035,0.977532,1.007349,0.990392
5.541667,0.96407,0.976654,1.006727,0.989583
5.551667,0.963177,0.975739,1.006105,0.988756
5.561667,0.962356,0.97479,1.005484,0.987914
5.571667,0.961606,0.97381,1.004864,0.987061
5.581667,0.960925,0.972802,1.004243,0.9862
5.591667,0.96031,0.971769,1.003621,0.985333
5.601667,0.95976,0.970716,1.002999,0.984465
5.611667,0.959269,0.969647,1.002376,0.983599
5.621667,0.958835,0.968567,1.001752,0.98274
5.631667,0.958453,0.967483,1.001128,0.981891
5.641667,0.958121,0.9664,1.000506,0.981059
5.651667,0.957834,0.965326,0.999888,0.980248
5.661667,0.957588,0.964268,0.999277,0.979463
5.671667,0.957382,0.963235,0.998677,0.97871
5.681667,0.957211,0.962235,0.99809,0.977994
5.691667,0.957074,0.961276,0.997522,0.97732
5.701667,0.956967,0.960369,0.996977,0.976695
5.711667,0.956891,0.95952,0.996461,0.976123
5.721667,0.956842,0.958739,0.995979,0.975609
5.731667,0.956821,0.958033,0.995535,0.975159
5.741667,0.956825,0.95741,0.995135,0.974775
5.751667,0.956856,0.956877,0.994784,0.974462
5.761667,0.956912,0.956438,0.994486,0.974222
5.771667,0.956994,0.956099,0.994245,0.974057
5.781667,0.957101,0.955863,0.994064,0.97397
5.791667,0.957235,0.955732,0.993945,0.973961
5.801667,0.957394,0.955707,0.993891,0.974029
5.811667,0.957579,0.955789,0.993902,0.974173
5.821667,0.95779,0.955974,0.993979,0.974393
5.831667,0.958028,0.956261,0.99412,0.974684
5.841667,0.958293,0.956646,0.994325,0.975046
5.851667,0.958584,0.957124,0.994591,0.975472
5.861667,0.958902,0.957688,0.994916,0.97596
5.871667,0.959247,0.958333,0.995297,0.976504
5.881667,0.959618,0.959052,0.995729,0.977098
5.891667,0.960015,0.959835,0.996209,0.977738
5.901667,0.960438,0.960675,0.996731,0.978417
5.911667,0.960887,0.961564,0.997292,0.979129
5.921667,0.961362,0.962493,0.997888,0.979869
5.931667,0.961862,0.963453,0.998512,0.98063
5.941667,0.962387,0.964438,0.999161,0.981406
5.951667,0.962937,0.965437,0.999831,0.982191
5.961667,0.963511,0.966445,1.000516,0.982981
5.971667,0.964109,0.967453,1.001214,0.98377
5.981667,0.964731,0.968455,1.001921,0.984553
5.991667,0.965375,0.969446,1.002632,0.985326
6.001667,0.966041,0.970419,1.003346,0.986085
6.011667,0.966729,0.97137,1.004059,0.986827
6.021667,0.967437,0.972295,1.004768,0.987547
6.031667,0.968165,0.973189,1.005472,0.988244
6.041667,0.96891,0.974049,1.006168,0.988914
6.051667,0.969671,0.974872,1.006853,0.989556
6.061667,0.970446,0.975656,1.007526,0.990168
6.071667,0.971234,0.976399,1.008186,0.990749
6.081667,0.972031,0.977099,1.008829,0.991297
6.091667,0.972835,0.977755,1.009454,0.991811
6.101667,0.973643,0.978365,1.01006,0.992291
6.111667,0.974453,0.978928,1.010644,0.992736
6.121667,0.975259,0.979444,1.011205,0.993146
6.131667,0.97606,0.979912,1.01174,0.993519
6.141667,0.97685,0.980332,1.012247,0.993858
6.151667,0.977627,0.980703,1.012726,0.99416
6.161667,0.978386,0.981026,1.013173,0.994427
6.171667,0.979123,0.9813,1.013588,0.994658
6.181667,0.979834,0.981527,1.013968,0.994854
6.191667,0.980516,0.981706,1.014313,0.995015
6.201667,0.981164,0.981838,1.014621,0.995143
6.211667,0.981774,0.981925,1.014891,0.995236
6.221667,0.982344,0.981967,1.015122,0.995297
6.231667,0.98287,0.981966,1.015315,0.995327
6.241667,0.98335,0.981924,1.015468,0.995325
6.251667,0.983779,0.981843,1.015583,0.995294
6.261667,0.984157,0.981725,1.015659,0.995234
6.271667,0.98448,0.981571,1.015697,0.995147
6.281667,0.984748,0.981386,1.015698,0.995034
6.291667,0.984959,0.981171,1.015665,0.994897
6.301667,0.985111,0.98093,1.015597,0.994738
6.311667,0.985205,0.980664,1.015497,0.994557
6.321667,0.98524,0.980378,1.015367,0.994357
6.331667,0.985216,0.980073,1.015209,0.994139
6.341667,0.985132,0.979753,1.015024,0.993905
6.351667,0.98499,0.97942,1.014815,0.993656
6.361667,0.984791,0.979077,1.014583,0.993394
6.371667,0.984535,0.978727,1.014332,0.993121
6.381667,0.984224,0.978371,1.014062,0.992837
6.391667,0.983858,0.978012,1.013775,0.992545
6.401667,0.983441,0.977651,1.013473,0.992246
6.411667,0.982973,0.97729,1.013158,0.99194
6.421667,0.982458,0.976931,1.012831,0.991628
6.431667,0.981896,0.976573,1.012494,0.991313
6.441667,0.981291,0.97622,1.012147,0.990994
6.451667,0.980645,0.975869,1.011791,0.990672
6.461667,0.979962,0.975524,1.011428,0.990348
6.471667,0.979243,0.975183,1.011059,0.990023
6.481667,0.978493,0.974847,1.010684,0.989697
6.491667,0.977715,0.974515,1.010304,0.989371
6.501667,0.976911,0.974189,1.00992,0.989046
6.511667,0.976087,0.973867,1.009532,0.988721
6.521667,0.975245,0.973549,1.009142,0.988397
6.531667,0.97439,0.973236,1.008751,0.988075
6.541667,0.973526,0.972927,1.008358,0.987754
6.551667,0.972657,0.972622,1.007966,0.987437
6.561667,0.971787,0.972321,1.007575,0.987123
6.571667,0.97092,0.972024,1.007186,0.986812
6.581667,0.970061,0.971731,1.006801,0.986505
6.591667,0.969215,0.971442,1.006421,0.986203
6.601667,0.968385,0.971157,1.006047,0.985907
6.611667,0.967576,0.970878,1.00568,0.985617
6.621667,0.966792,0.970603,1.005323,0.985334
6.631667,0.966036,0.970335,1.004976,0.985059
6.641667,0.965314,0.970073,1.004641,0.984793
6.651667,0.964627,0.969818,1.004319,0.984535
6.661667,0.963981,0.96957,1.004012,0.984288
6.671667,0.963377,0.969332,1.003721,0.984053
6.681667,0.962819,0.969103,1.003448,0.983829
6.691667,0.96231,0.968884,1.003193,0.983618
6.701667,0.961851,0.968676,1.002959,0.983421
6.711667,0.961444,0.968481,1.002745,0.983239
6.721667,0.961092,0.968298,1.002553,0.983072
6.731667,0.960794,0.96813,1.002383,0.982921
6.741667,0.960553,0.967977,1.002237,0.982787
6.751667,0.960368,0.967839,1.002114,0.982672
6.761667,0.96024,0.967718,1.002016,0.982574
6.771667,0.960168,0.967614,1.001942,0.982496
6.781667,0.960152,0.967528,1.001893,0.982437
6.791667,0.960191,0.967461,1.001868,0.982398
6.801667,0.960283,0.967414,1.001868,0.98238
6.811667,0.960428,0.967387,1.001893,0.982383
6.821667,0.960624,0.967381,1.001942,0.982406
6.831667,0.960868,0.967396,1.002014,0.982451
6.841667,0.961159,0.967433,1.00211,0.982518
6.851667,0.961493,0.967492,1.002229,0.982606
6.861667,0.96187,0.967573,1.002369,0.982716
6.871667,0.962285,0.967676,1.002532,0.982846
6.881667,0.962736,0.967802,1.002715,0.982998
6.891667,0.96322,0.967951,1.002918,0.98317
6.901667,0.963735,0.968122,1.003141,0.983363
6.911667,0.964276,0.968316,1.003382,0.983575
6.921667,0.964842,0.968531,1.00364,0.983806
6.931667,0.965429,0.968768,1.003914,0.984055
6.941667,0.966035,0.969025,1.004205,0.984321
6.951667,0.966655,0.969303,1.004509,0.984604
6.961667,0.967287,0.969601,1.004827,0.984902
6.971667,0.967929,0.969916,1.005157,0.985214
6.981667,0.968578,0.970249,1.005498,0.985539
6.991667,0.96923,0.970598,1.005849,0.985875
7.001667,0.969883,0.970962,1.006208,0.986222
7.011667,0.970534,0.971339,1.006575,0.986577
7.021667,0.971181,0.971728,1.006947,0.986939
7.031667,0.971822,0.972127,1.007324,0.987306
7.041667,0.972455,0.972535,1.007704,0.987678
7.051667,0.973076,0.972948,1.008087,0.988051
7.061667,0.973684,0.973367,1.008469,0.988425
7.071667,0.974278,0.973788,1.00885,0.988797
7.081667,0.974854,0.97421,1.009229,0.989166
7.091667,0.975413,0.97463,1.009604,0.989531
7.101667,0.975951,0.975047,1.009974,0.989889
7.111667,0.976468,0.975458,1.010337,0.990239
7.121667,0.976962,0.975862,1.010691,0.99058
7.131667,0.977431,0.976257,1.011036,0.990909
7.141667,0.977876,0.976641,1.011371,0.991226
7.151667,0.978295,0.977011,1.011693,0.99153
7.161667,0.978686,0.977367,1.012002,0.991818
7.171667,0.97905,0.977706,1.012296,0.992089
7.181667,0.979386,0.978027,1.012575,0.992343
7.191667,0.979692,0.978329,1.012838,0.992579
7.201667,0.979969,0.97861,1.013083,0.992795
7.211667,0.980216,0.978869,1.01331,0.992992
7.221667,0.980433,0.979106,1.013518,0.993167
7.231667,0.98062,0.979318,1.013706,0.993321
7.241667,0.980777,0.979505,1.013874,0.993454
7.251667,0.980903,0.979667,1.014022,0.993564
7.261667,0.981,0.979804,1.014148,0.993652
7.271667,0.981066,0.979914,1.014253,0.993717
7.281667,0.981103,0.979997,1.014337,0.99376
7.291667,0.981111,0.980054,1.014399,0.993781
7.301667,0.98109,0.980084,1.014439,0.993779
7.311667,0.981041,0.980087,1.014458,0.993755
7.321667,0.980963,0.980064,1.014455,0.99371
7.331667,0.980859,0.980016,1.014431,0.993644
7.341667,0.980728,0.979941,1.014386,0.993557
7.351667,0.980571,0.979842,1.01432,0.993449
7.361667,0.980389,0.979719,1.014234,0.993323
7.371667,0.980182,0.979573,1.014128,0.993178
7.381667,0.979953,0.979404,1.014004,0.993015
7.391667,0.979701,0.979214,1.013861,0.992835
7.401667,0.979427,0.979004,1.0137,0.992639
7.411667,0.979133,0.978774,1.013523,0.992429
7.421667,0.978819,0.978527,1.01333,0.992204
7.431667,0.978488,0.978263,1.013121,0.991967
7.441667,0.978139,0.977984,1.012899,0.991718
7.451667,0.977774,0.977691,1.012664,0.991458
7.461667,0.977395,0.977386,1.012417,0.99119
7.471667,0.977002,0.977071,1.012159,0.990913
7.481667,0.976598,0.976746,1.011891,0.99063
7.491667,0.976183,0.976414,1.011615,0.990342
7.501667,0.975758,0.976077,1.011332,0.990049
7.511667,0.975326,0.975735,1.011043,0.989754
7.521667,0.974888,0.97539,1.01075,0.989457
7.531667,0.974445,0.975045,1.010453,0.98916
7.541667,0.973999,0.9747,1.010154,0.988864
7.551667,0.973552,0.974358,1.009854,0.988571
7.561667,0.973104,0.97402,1.009555,0.988282
7.571667,0.972658,0.973687,1.009258,0.987997
7.581667,0.972215,0.973361,1.008964,0.987719
7.591667,0.971778,0.973043,1.008675,0.987448
7.601667,0.971346,0.972734,1.008391,0.987185
7.611667,0.970922,0.972437,1.008113,0.986932
7.621667,0.970509,0.972152,1.007844,0.986689
7.631667,0.970106,0.97188,1.007584,0.986458
7.641667,0.969716,0.971623,1.007334,0.986239
7.651667,0.96934,0.97138,1.007095,0.986032
7.661667,0.968979,0.971154,1.006868,0.98584
7.671667,0.968636,0.970944,1.006654,0.985662
7.681667,0.968311,0.970753,1.006453,0.985498
7.691667,0.968006,0.970579,1.006267,0.985351
7.701667,0.967722,0.970424,1.006097,0.985219
7.711667,0.96746,0.970287,1.005942,0.985103
7.721667,0.967221,0.97017,1.005803,0.985004
7.731667,0.967006,0.970073,1.005681,0.984921
7.741667,0.966816,0.969995,1.005576,0.984855
7.751667,0.966652,0.969936,1.005488,0.984806
7.761667,0.966515,0.969897,1.005419,0.984773
7.771667,0.966404,0.969878,1.005366,0.984758
7.781667,0.966322,0.969877,1.005332,0.984758
7.791667,0.966267,0.969895,1.005316,0.984775
7.801667,0.96624,0.969931,1.005317,0.984808
7.811667,0.966241,0.969985,1.005336,0.984857
7.821667,0.966271,0.970057,1.005373,0.984921
7.831667,0.966329,0.970145,1.005426,0.984999
7.841667,0.966414,0.970249,1.005497,0.985092
7.851667,0.966527,0.970369,1.005583,0.985198
7.861667,0.966667,0.970503,1.005686,0.985317
7.871667,0.966834,0.970652,1.005803,0.985449
7.881667,0.967025,0.970813,1.005936,0.985592
7.891667,0.967242,0.970987,1.006082,0.985747
7.901667,0.967482,0.971172,1.006241,0.985911
7.911667,0.967744,0.971368,1.006413,0.986085
7.921667,0.968028,0.971573,1.006597,0.986268
7.931667,0.968332,0.971787,1.006791,0.986459
7.941667,0.968654,0.972008,1.006995,0.986657
7.951667,0.968994,0.972236,1.007208,0.986861
7.961667,0.969349,0.972471,1.00743,0.98707
7.971667,0.969719,0.97271,1.007658,0.987284
7.981667,0.970101,0.972953,1.007892,0.987502
7.991667,0.970493,0.973199,1.008132,0.987722
8.001667,0.970894,0.973447,1.008375,0.987945
8.011667,0.971303,0.973696,1.008622,0.988169
8.021667,0.971717,0.973946,1.008871,0.988393
8.031667,0.972135,0.974195,1.009121,0.988617
8.041667,0.972554,0.974443,1.009372,0.98884
8.051667,0.972973,0.974688,1.009621,0.98906
8.061667,0.973391,0.974931,1.009869,0.989278
8.071667,0.973805,0.97517,1.010115,0.989493
8.081667,0.974215,0.975404,1.010357,0.989703
8.091667,0.974617,0.975633,1.010595,0.989909
8.101667,0.975011,0.975856,1.010827,0.990109
8.111667,0.975394,0.976072,1.011054,0.990303
8.121667,0.975767,0.976282,1.011274,0.99049
8.131667,0.976127,0.976483,1.011487,0.99067
8.141667,0.976472,0.976677,1.011692,0.990843
8.151667,0.976802,0.976861,1.011888,0.991007
8.161667,0.977115,0.977036,1.012076,0.991162
8.171667,0.977411,0.977202,1.012253,0.991308
8.181667,0.977688,0.977357,1.01242,0.991444
8.191667,0.977946,0.977502,1.012577,0.991571
8.201667,0.978183,0.977636,1.012723,0.991687
8.211667,0.978399,0.977758,1.012858,0.991792
8.221667,0.978593,0.97787,1.01298,0.991887
8.231667,0.978765,0.977969,1.013091,0.99197
8.241667,0.978915,0.978057,1.01319,0.992043
8.251667,0.979042,0.978132,1.013276,0.992103
8.261667,0.979145,0.978196,1.01335,0.992153
8.271667,0.979225,0.978247,1.013411,0.99219
8.281667,0.979282,0.978285,1.013459,0.992217
8.291667,0.979316,0.978311,1.013495,0.992231
8.301667,0.979326,0.978325,1.013518,0.992234
8.311667,0.979314,0.978326,1.013528,0.992225
8.321667,0.979279,0.978315,1.013526,0.992205
8.331667,0.979222,0.978291,1.013511,0.992173
8.341667,0.979144,0.978256,1.013484,0.992131
8.351667,0.979044,0.978208,1.013446,0.992078
8.361667,0.978924,0.978149,1.013395,0.992014
8.371667,0.978784,0.978078,1.013333,0.991939
8.381667,0.978626,0.977996,1.013259,0.991855
8.391667,0.978449,0.977903,1.013175,0.991761
8.401667,0.978255,0.9778,1.013081,0.991658
8.411667,0.978045,0.977687,1.012976,0.991546
8.421667,0.97782,0.977564,1.012862,0.991425
8.431667,0.97758,0.977431,1.012739,0.991297
8.441667,0.977328,0.977291,1.012608,0.991161
8.451667,0.977064,0.977141,1.012468,0.991019
8.461667,0.976789,0.976985,1.012321,0.99087
8.471667,0.976505,0.976821,1.012168,0.990716
8.481667,0.976212,0.976651,1.012008,0.990556
8.491667,0.975913,0.976476,1.011843,0.990392
8.501667,0.975608,0.976295,1.011673,0.990225
8.511667,0.975298,0.976111,1.0115,0.990054
8.521667,0.974986,0.975922,1.011322,0.989881
8.531667,0.974671,0.975731,1.011143,0.989707
8.541667,0.974356,0.975538,1.010961,0.989531
8.551667,0.974042,0.975344,1.010778,0.989355
8.561667,0.973729,0.975149,1.010595,0.989179
8.571667,0.97342,0.974955,1.010412,0.989005
8.581667,0.973115,0.974762,1.010231,0.988832
8.591667,0.972816,0.974571,1.010051,0.988662
8.601667,0.972523,0.974382,1.009874,0.988495
8.611667,0.972239,0.974197,1.0097,0.988332
8.621667,0.971963,0.974016,1.00953,0.988173
8.631667,0.971696,0.973841,1.009364,0.98802
8.641667,0.971441,0.973671,1.009204,0.987872
8.651667,0.971198,0.973507,1.00905,0.987731
8.661667,0.970967,0.973351,1.008903,0.987597
8.671667,0.970749,0.973202,1.008763,0.98747
8.681667,0.970545,0.973062,1.00863,0.987351
8.691667,0.970357,0.972931,1.008506,0.987241
8.701667,0.970183,0.972809,1.008391,0.98714
8.711667,0.970026,0.972698,1.008284,0.987048
8.721667,0.969885,0.972597,1.008188,0.986965
8.731667,0.969761,0.972507,1.008101,0.986893
8.741667,0.969654,0.972428,1.008025,0.986831
8.751667,0.969564,0.97236,1.007959,0.986779
8.761667,0.969492,0.972305,1.007904,0.986738
8.771667,0.969438,0.972262,1.00786,0.986707
8.781667,0.969401,0.97223,1.007827,0.986688
8.791667,0.969383,0.972211,1.007805,0.986679
8.801667,0.969382,0.972205,1.007795,0.986681
8.811667,0.969398,0.97221,1.007796,0.986694
8.821667,0.969432,0.972228,1.007808,0.986717
8.831667,0.969483,0.972258,1.007831,0.986751
8.841667,0.969551,0.9723,1.007865,0.986796
8.851667,0.969635,0.972354,1.007909,0.98685
8.861667,0.969735,0.972418,1.007965,0.986914
8.871667,0.96985,0.972494,1.00803,0.986987
8.881667,0.96998,0.972581,1.008105,0.98707
8.891667,0.970124,0.972677,1.00819,0.987161
8.901667,0.970282,0.972784,1.008284,0.98726
8.911667,0.970452,0.972899,1.008387,0.987367
8.921667,0.970634,0.973023,1.008498,0.987481
8.931667,0.970828,0.973155,1.008617,0.987602
8.941667,0.971031,0.973295,1.008742,0.987729
8.951667,0.971245,0.973441,1.008875,0.987861
8.961667,0.971467,0.973593,1.009013,0.987999
8.971667,0.971696,0.973751,1.009157,0.98814
8.981667,0.971933,0.973914,1.009306,0.988286
8.991667,0.972175,0.97408,1.009459,0.988434
9.001667,0.972422,0.97425,1.009616,0.988585
9.011667,0.972673,0.974422,1.009775,0.988737
9.021667,0.972926,0.974596,1.009937,0.988891
9.031667,0.973182,0.974771,1.0101,0.989045
9.041667,0.973439,0.974946,1.010265,0.989199
9.051667,0.973695,0.975121,1.010429,0.989352
9.061667,0.973951,0.975295,1.010594,0.989504
9.071667,0.974204,0.975467,1.010757,0.989654
9.081667,0.974455,0.975636,1.010919,0.989801
9.091667,0.974701,0.975802,1.011079,0.989946
9.101667,0.974944,0.975965,1.011235,0.990087
9.111667,0.97518,0.976123,1.011389,0.990223
9.121667,0.97541,0.976277,1.011539,0.990355
9.131667,0.975633,0.976425,1.011684,0.990482
9.141667,0.975848,0.976567,1.011824,0.990604
9.151667,0.976054,0.976702,1.011959,0.990719
9.161667,0.97625,0.976831,1.012088,0.990829
9.171667,0.976437,0.976952,1.012211,0.990931
9.181667,0.976613,0.977065,1.012327,0.991027
9.191667,0.976777,0.977171,1.012436,0.991116
9.201667,0.97693,0.977268,1.012538,0.991197
9.211667,0.977071,0.977357,1.012632,0.99127
9.221667,0.977199,0.977437,1.012719,0.991336
9.231667,0.977314,0.977508,1.012797,0.991393
9.241667,0.977415,0.977569,1.012867,0.991443
9.251667,0.977503,0.977622,1.012928,0.991484
9.261667,0.977577,0.977665,1.012981,0.991517
9.271667,0.977637,0.977699,1.013025,0.991541
9.281667,0.977683,0.977723,1.01306,0.991558
9.291667,0.977715,0.977738,1.013087,0.991566
9.301667,0.977733,0.977744,1.013105,0.991566
9.311667,0.977737,0.977741,1.013114,0.991558
9.321667,0.977727,0.977729,1.013114,0.991542
9.331667,0.977702,0.977708,1.013106,0.991519
9.341667,0.977665,0.977678,1.01309,0.991487
9.351667,0.977614,0.97764,1.013065,0.991449
9.361667,0.97755,0.977594,1.013033,0.991403
9.371667,0.977473,0.97754,1.012992,0.99135
9.381667,0.977384,0.977478,1.012944,0.991291
9.391667,0.977283,0.97741,1.012889,0.991226
9.401667,0.977171,0.977334,1.012827,0.991155
9.411667,0.977048,0.977252,1.012758,0.991078
9.421667,0.976914,0.977164,1.012683,0.990995
9.431667,0.976771,0.97707,1.012601,0.990908
9.441667,0.976619,0.97697,1.012515,0.990816
9.451667,0.976459,0.976866,1.012423,0.990721
9.461667,0.976291,0.976758,1.012326,0.990621
9.471667,0.976116,0.976646,1.012225,0.990518
9.481667,0.975935,0.97653,1.01212,0.990413
9.491667,0.975749,0.976412,1.012012,0.990305
9.501667,0.975558,0.976291,1.011901,0.990195
9.511667,0.975363,0.976168,1.011787,0.990083
9.521667,0.975165,0.976043,1.011672,0.989971
9.531667,0.974965,0.975918,1.011555,0.989858
9.541667,0.974763,0.975792,1.011436,0.989744
9.551667,0.974561,0.975667,1.011318,0.989631
9.561667,0.974359,0.975541,1.011199,0.989519
9.571667,0.974158,0.975417,1.011081,0.989407
9.581667,0.973959,0.975295,1.010963,0.989298
9.591667,0.973763,0.975174,1.010847,0.98919
9.601667,0.97357,0.975056,1.010733,0.989085
9.611667,0.973382,0.97494,1.010621,0.988982
9.621667,0.973198,0.974828,1.010512,0.988883
9.631667,0.97302,0.974719,1.010405,0.988787
9.641667,0.972849,0.974615,1.010303,0.988695
9.651667,0.972684,0.974515,1.010204,0.988607
9.661667,0.972527,0.97442,1.01011,0.988524
9.671667,0.972379,0.97433,1.01002,0.988445
9.681667,0.972239,0.974246,1.009936,0.988372
9.691667,0.972108,0.974168,1.009857,0.988304
9.701667,0.971987,0.974095,1.009783,0.988242
9.711667,0.971876,0.974029,1.009716,0.988186
9.721667,0.971776,0.97397,1.009654,0.988135
9.731667,0.971687,0.973917,1.009599,0.988091
9.741667,0.971609,0.973871,1.00955,0.988053
9.751667,0.971542,0.973832,1.009509,0.988021
9.761667,0.971488,0.9738,1.009474,0.987996
9.771667,0.971444,0.973776,1.009446,0.987977
9.781667,0.971413,0.973759,1.009425,0.987965
9.791667,0.971394,0.973749,1.009411,0.98796
9.801667,0.971386,0.973746,1.009404,0.987961
9.811667,0.97139,0.973751,1.009404,0.987969
9.821667,0.971406,0.973763,1.009411,0.987983
9.831667,0.971434,0.973782,1.009425,0.988004
9.841667,0.971473,0.973808,1.009446,0.988031
9.851667,0.971523,0.973841,1.009474,0.988063
9.861667,0.971584,0.973881,1.009509,0.988102
9.871667,0.971655,0.973927,1.009549,0.988147
9.881667,0.971737,0.973979,1.009596,0.988197
9.891667,0.971828,0.974038,1.009649,0.988252
9.901667,0.971929,0.974102,1.009708,0.988313
9.911667,0.972038,0.974172,1.009773,0.988378
9.921667,0.972156,0.974247,1.009842,0.988447
9.931667,0.972281,0.974327,1.009917,0.988521
9.941667,0.972414,0.974412,1.009995,0.988599
9.951667,0.972553,0.9745,1.010079,0.98868
9.961667,0.972698,0.974593,1.010166,0.988765
9.971667,0.972848,0.974689,1.010256,0.988852
9.981667,0.973004,0.974787,1.01035,0.988942
9.991667,0.973163,0.974889,1.010447,0.989033
10,0.973298,0.974975,1.010529,0.989111
10.005,0.981849,1.04219,1.072387,0.986331
10.011667,0.980336,1.043223,1.073449,0.975336
10.021667,0.978896,1.044682,1.074951,0.973748
10.031667,0.977132,1.046016,1.076324,0.969735
10.041667,0.975285,1.047243,1.077586,0.967023
10.051667,0.973082,1.048379,1.078755,0.963527
10.061667,0.970798,1.049437,1.079843,0.960153
10.071667,0.968366,1.050428,1.080863,0.956913
10.081667,0.965695,1.051361,1.081824,0.953334
10.091667,0.962734,1.052245,1.082733,0.949508
10.101667,0.959503,1.053086,1.083598,0.945253
10.111667,0.956042,1.053889,1.084424,0.940779
10.121667,0.952325,1.054659,1.085216,0.935972
10.131667,0.948321,1.0554,1.085979,0.930792
10.141667,0.944012,1.056115,1.086714,0.925169
10.151667,0.939404,1.056807,1.087427,0.919111
10.161667,0.934497,1.057478,1.088117,0.912616
10.171667,0.929273,1.05813,1.088789,0.905644
10.181667,0.923718,1.058766,1.089443,0.898151
10.191667,0.917823,1.059386,1.09008,0.890098
10.201667,0.911587,1.059991,1.090703,0.881462
10.211667,0.90501,1.060583,1.091312,0.87221
10.221667,0.898095,1.061162,1.091908,0.862298
10.231667,0.890854,1.06173,1.092492,0.851683
10.241667,0.883565,1.062286,1.093065,0.811609
10.251667,0.878956,1.062832,1.093626,0.668539
10.261667,0.87208,1.063367,1.094177,0.784737
10.271667,0.863432,1.063893,1.094718,0.759563
10.281667,0.85897,1.064409,1.095249,0.729508
10.291667,0.852872,1.064916,1.095771,0.724643
10.301667,0.848377,1.065414,1.096283,0.709865
10.311667,0.844599,1.065904,1.096787,0.702026
10.316667,0.843449,1.066144,1.097035,0.696365
10.321667,0.842393,1.066384,1.097281,0.695516
10.328333,0.841957,1.066698,1.097604,0.693659
10.338333,0.843206,1.067166,1.098086,0.695916
10.348333,0.847312,1.067626,1.098559,0.704605
10.353333,0.851004,1.067852,1.098792,0.708248
10.353333,0.851004,1.067852,1.098792,0.708248
10.358333,0.854982,1.068076,1.099022,0.72125
10.365,0.862168,1.068372,1.099327,0.737282
10.375,0.875948,1.068812,1.099779,0.767804
10.38,0.884465,1.069028,1.100002,0.780819
10.38,0.884465,1.069028,1.100002,0.780819
10.385,0.893639,1.069242,1.100222,0.805705
10.391667,0.906633,1.069525,1.100514,0.83429
10.4,0.923607,1.069875,1.100874,0.869086
